"codigo","descricao","06/2025","07/2025","08/2025","09/2025","10/2025","11/2025","12/2025","01/2026","02/2026","03/2026","04/2026","05/2026","m_06/2025","m_07/2025","m_08/2025","m_09/2025","m_10/2025","m_11/2025","m_12/2025","m_01/2026","m_02/2026","m_03/2026","m_04/2026","m_05/2026","consumo_total_12_meses","media_diaria_12_meses"
"804545","SUPORTE MINI MOTOR PARA FECHADURAS RX200/RX500/BT100 (MODELO N20AGB298-11115)",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"804544","ENGRENAGEM MINI MOTOR PARA FECHADURAS DIGITAIS (MODELO N20AGB298-11115)",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"403048","MOLA DE COMPRESSÃO CONSTANTE D6X5.2X25",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"205026","TRAMARETRATIL- B130C Ø 5,00mm X 30MM TRANSPARENTE COM PONTA 5MM RETRAIDA",0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,252,1
"402051","ANEL ELÁSTICO DIN 6799 D2.3",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"804228","PROTETOR DE PCI FECHADURAS RX",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"811763","CAIXA MASTER 2 - CAIXA PIVÔ VIOLÃO 1 METRO COM IMPRESSÃO",91,49,65,17,15,0,0,0,0,0,10,0,3,2,2,1,0,0,0,0,0,0,0,0,247,1
"813499","BASE FIXA DA BASE DE CHÃO DZ",0,0,18,20,0,10,55,16,109,14,5,0,0,0,1,1,0,0,2,1,4,0,0,0,247,1
"512023","CONJUNTO ESTATOR E ROTOR AGL DESL P80 STRONG 3/4 220V 60HZ",41,8,22,17,43,2,18,37,17,1,37,2,1,0,1,1,1,0,1,1,1,0,1,0,245,1
"701181","TAMPA ARTICULAÇÃO SECUNDÁRIA BRUTO - BARREIRA ARTICULADA CANCELA",11,20,0,22,0,18,26,3,0,45,100,0,0,1,0,1,0,1,1,0,0,1,3,0,245,1
"701173","GUIA ESTICADOR BRUTO - BARREIRA ARTICULADA CANCELA",0,0,0,0,1,0,14,15,7,161,0,46,0,0,0,0,0,0,0,0,0,5,0,1,244,1
"103149","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 4300/650 BOX (BLK-4P 4300/650)",0,0,0,0,13,149,0,0,0,0,0,82,0,0,0,0,0,5,0,0,0,0,0,3,244,1
"916295","MOLA HELICOIDAL DUPLA (403045)",0,0,0,0,0,0,0,0,240,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,243,1
"701176","ARTICULAÇÃO SECUNDÁRIA BRUTO - BARREIRA ARTICULADA CANCELA",11,20,0,22,0,18,26,6,0,39,100,0,0,1,0,1,0,1,1,0,0,1,3,0,242,1
"401273","PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - PRETO NL-0072F P8"" 1 Furo",0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,8,0,0,240,1
"701180","CHAPA REFORÇO BRUTO - BARREIRA ARTICULADA CANCELA",0,10,10,42,0,0,26,6,0,45,100,0,0,0,0,1,0,0,1,0,0,1,3,0,239,1
"811746","CAIXA MOTOR KRIPT 24,0 X 19,5 X 24,5",26,0,0,0,20,45,48,0,96,0,0,0,1,0,0,0,1,2,2,0,3,0,0,0,235,1
"701175","BUCHA ESTICADOR BRUTO - BARREIRA ARTICULADA CANCELA",50,0,0,0,0,0,11,0,0,0,0,173,2,0,0,0,0,0,0,0,0,0,0,6,234,1
"813355","GUIA ESTICADOR ZINCADO - BARREIRA ARTICULADA CANCELA",12,8,11,11,19,19,25,7,52,15,43,6,0,0,0,0,1,1,1,0,2,0,1,0,228,1
"911084","PLACA REVISADA CENTRAL IZZY INDUSTRIAL",15,6,2,102,1,0,2,65,7,1,27,0,0,0,0,3,0,0,0,2,0,0,1,0,228,1
"813356","GUIA CABO ZINCADO - BARREIRA ARTICULADA CANCELA",12,8,11,11,19,19,25,7,52,15,43,6,0,0,0,0,1,1,1,0,2,0,1,0,228,1
"701177","ARTICULAÇÃO PRIMÁRIA BRUTO - BARREIRA ARTICULADA CANCELA",11,20,0,22,0,18,26,6,0,25,100,0,0,1,0,1,0,1,1,0,0,1,3,0,228,1
"911083","PLACA REVISADA CENTRAL CCMD INDUSTRIAL",26,5,22,10,45,2,19,22,10,15,46,2,1,0,1,0,1,0,1,1,0,0,2,0,224,1
"603022","MOTOR AVULSO DE AUTOMATIZADOR PARA PORTAS AGL01 - AC300 220V",0,0,0,0,25,0,0,1,29,14,33,118,0,0,0,0,1,0,0,0,1,0,1,4,220,1
"801225","ARTICULAÇÃO DO TUBO ZINCADO - BARREIRA ARTICULADA CANCELA",12,8,11,11,19,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,219,1
"801228","BUCHA ESTICADOR ZINCADA - BARREIRA ARTICULADA CANCELA",12,8,11,11,19,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,219,1
"801231","CHAPA REFORÇO ZINCADA - BARREIRA ARTICULADA CANCELA",12,8,11,11,19,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,219,1
"401267","PARAFUSO AÇO MET S/CAB SX INT PTA CONCOVA M10X40MM",12,8,11,11,17,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,217,1
"801247","TUBO ROTATIVO RASGO Ø12MM ZINCADO - BARREIRA ARTICULADA CANCELA",10,5,11,11,19,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,214,1
"801226","ARTICULAÇÃO SECUNDÁRIA ZINCADA - BARREIRA ARTICULADA CANCELA",10,5,11,11,19,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,214,1
"801230","TUBO ROTATIVO LISO Ø12MM ZINCADO - BARREIRA ARTICULADA CANCELA",10,5,11,11,19,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,214,1
"801232","TAMPA ARTICULAÇÃO SECUNDÁRIA ZINCADA - BARREIRA ARTICULADA CANCELA",10,5,11,11,19,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,214,1
"801233","TUBO Ø20,5MM ZINCADO - BARREIRA ARTICULADA CANCELA",10,5,11,11,19,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,214,1
"801227","ARTICULAÇÃO PRIMÁRIA ZINCADA - BARREIRA ARTICULADA CANCELA",10,5,11,11,19,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,214,1
"801315","TUBO ROTATIVO LISO Ø12X8,5X35",10,5,11,11,17,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,212,1
"401255","PARAFUSO AÇO MET CIL SX INT M8X25MM RI",10,5,11,11,17,19,19,7,50,15,43,5,0,0,0,0,1,1,1,0,2,0,1,0,212,1
"401276","PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - ANODIZADO NL-0072F P8"" 1 Furo",0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,7,0,0,210,1
"102806","MICRO CHAVE NS0-040D PARA BV CORRENTE",4,16,62,14,16,12,0,0,0,54,32,0,0,1,2,0,1,0,0,0,0,2,1,0,210,1
"412127","CJ ESTATOR ROTOR AGL P24 1/7 cv 04 42Z 220V 60HZ (SUGGAR)",12,0,10,0,10,0,0,55,0,12,100,6,0,0,0,0,0,0,0,2,0,0,3,0,205,1
"403043","MOLA CÔNICA DO FREIO DESLIZANTE Ø 1.8",5,35,28,36,0,2,44,12,5,27,8,2,0,1,1,1,0,0,1,0,0,1,0,0,204,1
"403029","MOLA CONICA DA TRAVA ELETROMAGNETICA 24V",0,0,0,0,0,0,0,0,200,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,202,1
"103150","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 4800/650 BOX (BLK-4P 4800/650)",0,0,0,0,4,0,0,0,17,0,181,0,0,0,0,0,0,0,0,0,1,0,6,0,202,1
"103152","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 5800/650 BOX (BLK-4P 5800/650)",0,0,0,0,4,0,0,0,17,0,181,0,0,0,0,0,0,0,0,0,1,0,6,0,202,1
"412185","ESTATOR BOBINADO AGL P24 1/7 cv 04 220V 60HZ",0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,200,1
"807029","PERCURSOR AGL AL100 - A. EXT. - ZINCADO",0,200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,200,1
"804513","PLAQUETA DE ABERTURA PP TRAVA ELETROMAGNÉTICA/ GABINETE",0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,200,1
"402006","PINO ELASTICO 3 X 8",0,200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,200,1
"402049","ANEL ORING ØINTERNO 18,77MM/ ESPESSUARA 1,79MM",0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,200,1
"811920","CAIXA EMBALAGEM VINCADA PARA PORTA SOCIAL DZ SLIP SEM ACABAMENTO",0,0,0,0,0,0,0,0,0,137,39,24,0,0,0,0,0,0,0,0,0,4,1,1,200,1
"801002","BASE AGL-AL100 - A.INT. CH.SIMP. F.CONV. - CINZA",200,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,200,1
"412179","ESTATOR BOBINADO AGL P24 1/7 cv 04 127V 60HZ",0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,3,0,0,3,0,200,1
"101951","CAPACITOR FIXO C/DIELETRICO DE POLIPROPILENO BIORIENTADO P/MOTORES CMRW CANECA PLAST 12uf 440V 31X47",0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,200,1
"807021","PERCURSOR AGL AL100 - A.INT. - ZINCADO",200,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,200,1
"801037","BATENTE AGL AL100 - CINZA",200,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,200,1
"811314","ETIQUETA ADES. BOPP FOSCO 40MM X 15MM X 02 CAR BRANCA",0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,3,0,0,3,0,200,1
"804093","ROLDANA GRANDE PRETA",200,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,200,1
"804094","SUPORTE ROLDANA GRANDE PRETA",200,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,200,1
"804097","GUIA DO BATENTE AL100 A.EXT / MINI A.EXT / AL100R - PRETO",0,200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,200,1
"804098","EIXO ROLDANA GRANDE",200,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,200,1
"801042","BATENTE AGL AL100 A.EXT - CINZA",0,200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,200,1
"801172","BASE AGL-AL100 - A.EXT. CH.SIMP. F.CONV. - CINZA",0,200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,200,1
"807020","RODA PERCURSOR ABERT. EXT. AL100 / MINI - ZINCADO",0,200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,200,1
"916012","RECEPTOR DE CONTROLE REMOTO PARA AUTOMATIZADOR DE PORTA DE ENROLAR AC220V",1,27,5,17,2,3,12,47,12,71,0,0,0,1,0,1,0,0,0,2,0,2,0,0,197,1
"103547","CABO PP 3 X 0,50MM AM/PT/VM",2,2,9,9,17,17,18,7,50,12,43,1,0,0,0,0,1,1,1,0,2,0,1,0,187,1
"102572","FILME PLÁSTICO TERMOENCOLHÍVEL GROSSO",0,0,14,15,0,8,41,12,82,10,4,0,0,0,0,0,0,0,1,0,3,0,0,0,185,1
"813570","PERFIL AL 5,0M STL 1851 CANCELAS",0,18,4,5,47,74,0,3,6,9,12,5,0,1,0,0,2,2,0,0,0,0,0,0,183,1
"701174","GUIA CABO BRUTO - BARREIRA ARTICULADA CANCELA",0,0,0,0,0,0,16,15,7,141,0,0,0,0,0,0,0,0,1,0,0,5,0,0,179,0
"811632","SACO PLASTICO TRANSPARENTE 05CM X 08,5CM",21,23,0,5,0,10,5,50,34,0,30,0,1,1,0,0,0,0,0,2,1,0,1,0,178,0
"401272","PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - BRANCO NL-0072F P8"" 1 Furo",0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,6,0,0,174,0
"701241","SUPORTE DO MICRO SWICH BV CADENA - BRUTO",0,10,164,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,174,0
"811320","RL PELICULA ADESIVA REFLETIVA GRAU COMERCIAL VERMELHO (62CMX20M)",8,11,16,13,17,9,18,12,26,11,26,6,0,0,1,0,1,0,1,0,1,0,1,0,174,0
"804223","TAMPA TRASEIRA FECHADURA  FECHADURAS RX / BT-100 / BT-1 / SMART X3 (MODELO ANTIGO) - PRETO",0,0,0,0,0,0,0,6,65,101,0,0,0,0,0,0,0,0,0,0,2,3,0,0,172,0
"701239","TAMPA SUPERIOR BV CADENA - BRUTO",65,10,97,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,172,0
"807213","CA BIOMETRICO AGL MONTADO PARA ULTRA/AL100/BT-1 - BRANCO",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"807160","BATENTE DA FECHADURA RX100/ RX200/ RX500 - PRETO",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"804225","BOTÃO ABERTURA ELETRÔNICO FECHADURAS RX / BT-100 / BT-1 / SMART X3 (MODELO ANTIGO) - PRETO",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"811111","MANUAL CHAVE E-CODE",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"807210","CA BIOMETRICO AGL MONTADO PARA ULTRA/AL100/BT-1 - PRETO",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"512028","CONJUNTO ESTATOR E ROTOR AGL DESL  P24 1/4 CV 4P 3F 110V 60HZ",34,2,40,2,25,0,15,33,1,7,12,0,1,0,1,0,1,0,0,1,0,0,0,0,171,0
"804227","BOTÃO ABERTURA MANUAL FECHADURAS RX / BT-100 / BT-1 / SMART X3 (MODELO ANTIGO) - PRETO",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"807023","ESPELHO DO BATENTE DA FECHADURA RX100 / RX200 / RX500 - PRETO",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"802061","CARTÃO INTELIGENTE E CHAVE DIGITAL - CHAVE MESTRA 13,56MHZ (MODELO F08  CARTÃO RFID)",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"916327","PLACA DE CIRCUITO IMPRESSO PARA FECHADURA MODELO AGL BT1",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"811903","CAIXA FECHADURA DIGITAL AGL BT-1 BIO CARD 28,6 X 20,5 X 7,2",0,0,0,0,0,0,0,6,65,100,0,0,0,0,0,0,0,0,0,0,2,3,0,0,171,0
"512017","CONJUNTO ESTATOR E ROTOR AGL DESL P22 2P 220V 60HZ",7,1,80,0,30,18,0,0,6,18,0,9,0,0,3,0,1,1,0,0,0,1,0,0,169,0
"401131","PARAF. SEXT. INTER. CC. M8-1,25 -20MM OXI",0,0,0,0,0,0,0,0,0,40,128,0,0,0,0,0,0,0,0,0,0,1,4,0,168,0
"811853","EMBALAGEM PARA ACIONAMENTO BV CADENA 1,5M COM IMPRESSÃO",74,33,0,33,9,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,168,0
"804229","SUPORTE DE MOLA P/ PILHA FECHADURA RX100 / RX200 / RX500",0,0,0,0,0,0,0,0,160,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,162,0
"801267","PINO MAGNÉTICO D3/16''X20MM - ZINCADO",0,0,0,0,0,0,0,0,160,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,162,0
"801275","BLANQUE MAGNÉTICO BT-100",0,0,0,0,0,0,0,0,160,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,162,0
"804242","ACABAMENTO DO BATENTE MINI SMART 2,7MMX119MM - BRANCO (N°3)",0,0,0,0,0,0,0,0,160,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,162,0
"701237","CARCAÇA TRASEIRA BV CADENA - BRUTO",53,13,96,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,162,0
"701240","CARCAÇA FRONTAL BV CADENA - BRUTO",51,0,111,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,162,0
"802021","CHAVEIRO DE COURO AGL 13,56Mhz",0,0,0,0,0,0,0,0,160,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,162,0
"804243","ACABAMENTO BATENTE BRANCO LINHA RX / MINI SMART 3,5MM X 119MM (N°1)",0,0,0,0,0,0,0,0,160,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,162,0
"512021","CONJUNTO ESTATOR E ROTOR AGL DESL P39 2P 220V 60HZ",0,0,22,0,8,0,0,30,0,0,100,0,0,0,1,0,0,0,0,1,0,0,3,0,160,0
"701236","BASE DE SUPORTE DO MOTORREDUTOR BV CADENA - BRUTO",59,10,90,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,159,0
"401143","ABRAÇADEIRA UV PRETA 100 X 2,5 MENOR",0,0,0,0,0,0,0,0,4,0,152,0,0,0,0,0,0,0,0,0,0,0,5,0,156,0
"811057","MANUAL DE INSTALAÇÃO PLACA AVULSA CENTRAL INVERSORA PORTUGUÊS",30,0,15,0,10,0,0,100,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,155,0
"813590","SENSOR DE FIM DE CURSO REED BV/NEW BV 2,5M",11,7,12,16,11,10,13,17,5,10,29,14,0,0,0,1,0,0,0,1,0,0,1,0,155,0
"813558","PERFIL AL 2,5M SOL 7 STLF-0864 6063",11,7,12,16,11,10,13,17,5,10,29,14,0,0,0,1,0,0,0,1,0,0,1,0,155,0
"811880","EMBALAGEM PLÁSTICA PEÇAS REPOSIÇÃO COM LOGO (100MMX150MM)",0,25,0,120,0,0,0,10,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,155,0
"811809","CALÇO VINCADO BRAÇO MOTOR",71,26,0,30,8,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,153,0
"813472","ROLDANA DE NYLON DO BV CADENA - PEÇA FÊMEA",71,26,0,30,8,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,153,0
"701232","EIXO DA ROLDANA BV CADENA - BRUTO",71,26,0,30,8,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,153,0
"813475","MANCAL TENSIONADOR BV CADENA - ZINCADO",71,26,0,30,8,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,153,0
"813476","TAMPA DO PERFIL BV CADENA",71,26,0,30,8,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,153,0
"813478","PORCA ACIONADORA BV CADENA - PEÇA TRASEIRA",71,26,0,30,8,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,153,0
"813479","CHAPA DE TRAÇÃO DA CORRENTE BV CADENA - ZINCADA",71,26,0,30,8,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,153,0
"813480","PORCA ACIONADORA BV CADENA - PEÇA FRONTAL",71,26,0,30,8,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,153,0
"603021","MOTOR AVULSO DE AUTOMATIZADOR PARA PORTAS AGL01 - AC200 220V",0,0,2,0,0,0,0,0,19,20,32,80,0,0,0,0,0,0,0,0,1,1,1,3,153,0
"813473","ROLDANA DE NYLON DO BV CADENA - PEÇA MACHO",71,26,0,30,8,0,0,0,1,2,15,0,2,1,0,1,0,0,0,0,0,0,0,0,153,0
"701172","ARTICULAÇÃO DO TUBO BRUTO - BARREIRA ARTICULADA CANCELA",0,0,0,0,0,2,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,2,3,0,152,0
"603027","MOTOR AVULSO DE AUTOMATIZADOR PARA PORTAS DE ENROLAR - AC600",37,0,2,12,44,5,0,0,31,4,17,0,1,0,0,0,1,0,0,0,1,0,1,0,152,0
"811535","SACO PLASTICO TRANSPARENTE 27CM X 14CM",2,1,0,100,0,1,0,0,0,47,1,0,0,0,0,3,0,0,0,0,0,2,0,0,152,0
"103064","CONECTOR FÊMEA EC202V-5.08-3P GREEN BAG/BULK (EC201V-5.08-3P)",0,0,0,0,0,0,0,0,4,40,102,0,0,0,0,0,0,0,0,0,0,1,3,0,146,0
"811919","CAIXA EMBALAGEM VINCADA PARA PORTA SOCIAL DZ SLIP COM ACABAMENTO DAS PONTAS",0,0,0,0,0,0,0,0,0,102,28,14,0,0,0,0,0,0,0,0,0,3,1,0,144,0
"105020","FITA POLIESTER BRANCA MW 250 X 0030",23,0,0,18,18,0,9,16,21,18,0,20,1,0,0,1,1,0,0,1,1,1,0,1,144,0
"105069","FITA EMPACT. 50MT X 48MM ACRI",0,0,0,21,13,19,8,10,14,22,17,19,0,0,0,1,0,1,0,0,0,1,1,1,144,0
"811781","CAIXA FECHADURA ULTRA MAGIC CARD AGL 16,2 X 10,0 X 11,1",0,15,0,0,100,0,17,0,0,10,0,0,0,0,0,0,3,0,1,0,0,0,0,0,142,0
"813533","TAMPA LATERAL DIREITA PARA PORTA SOCIAL 2M",0,0,0,0,0,0,0,0,0,61,80,0,0,0,0,0,0,0,0,0,0,2,3,0,141,0
"813593","SENSOR DE FIM DE CURSO REED BV/NEW BV 4,0M",16,13,0,15,15,26,0,0,20,21,14,1,1,0,0,0,0,1,0,0,1,1,0,0,141,0
"813611","PERFIL AL 4,0M SOL 7 STLF-0846 6063 T5",16,13,0,15,15,26,0,0,20,21,14,1,1,0,0,0,0,1,0,0,1,1,0,0,141,0
"401230","PORCA BAIXA M20 ZI",4,16,60,0,16,0,0,0,0,44,0,0,0,1,2,0,1,0,0,0,0,1,0,0,140,0
"813490","SUPORTE DO MICRO SWICH BV CADENA - ZINCADO",4,16,60,0,16,0,0,0,0,44,0,0,0,1,2,0,1,0,0,0,0,1,0,0,140,0
"603026","MOTOR AVULSO DE AUTOMATIZADOR PARA PORTAS DE ENROLAR - AC500",6,2,7,14,53,3,2,4,20,10,15,0,0,0,0,0,2,0,0,0,1,0,0,0,136,0
"811824","MANUAL LINHA STRONG 2000 SEM LOGO EM PORTUGUÊS (CENTRAL CCMD INDUSTRIAL)",26,5,12,10,20,2,19,22,10,0,7,2,1,0,0,0,1,0,1,1,0,0,0,0,135,0
"807223","CANTONEIRA DO BATENTE PORTA SOCIAL - ZINCADO",0,0,0,0,0,0,0,0,0,92,28,14,0,0,0,0,0,0,0,0,0,3,1,0,134,0
"916353","SUPORTE INCLINADO PARA PORTEIROS",0,100,0,0,0,0,0,0,30,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,130,0
"813454","EIXO AGL Ø12,70 X 139,75  P/ TANQUINHO NEW UP",5,0,124,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,129,0
"701157","ENGRENAGEM INTERNA 1 ENTRADA PARA MOTOR INDUSTRIAL - BRUTO",0,27,32,11,0,11,18,13,9,4,2,0,0,1,1,0,0,0,1,0,0,0,0,0,127,0
"701234","CHAPA DE TRAÇÃO DA CORRENTE BV CADENA - BRUTO",0,0,7,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,4,0,127,0
"707019","BUCHA REDONDA FECHADURA PV - BRUTO",12,0,12,36,0,24,0,18,12,12,0,0,0,0,0,1,0,1,0,1,0,0,0,0,126,0
"412171","CJ ESTATOR ROTOR AGL P24 1/7 cv 04 42Z 127V 60HZ (TQ NEW UP)",0,0,124,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,124,0
"603802","TESTEIRA AVULSA PARA AUTOMATIZADOR PARA PORTAS DE ENROLAR - AC500 / DC",0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,120,0
"603803","TESTEIRA AVULSA PARA AUTOMATIZADOR PARA PORTAS DE ENROLAR - AC700 / AC",0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,120,0
"102509","FONTE  DE  ALIMENTAÇÃO  13.7V - 2A POWER SUPPLIER",0,0,120,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,120,0
"813563","PERFIL AL 1,75M SOL 7 STLF-0864 6063",22,0,0,17,24,17,5,1,22,0,0,8,1,0,0,1,1,1,0,0,1,0,0,0,116,0
"813094","ENGRENAGEM INTERNA DE 1 ENTRADA DZ E NEWBV COM IMÃ",0,0,0,0,0,0,10,0,6,0,100,0,0,0,0,0,0,0,0,0,0,0,3,0,116,0
"202011","AR. RECOZIDO RETREFILADO PL22 02,80MM",0,0,32,0,0,0,0,51,0,32,0,0,0,0,1,0,0,0,0,2,0,1,0,0,115,0
"813239","ARANHA INF. DO DESLIZANTE FURO M5",0,1,10,3,100,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,115,0
"811546","CAIXA FECHADURA ELETROIMA AL150 FOSCO AGL 8,0 X 6,1 X 16,3",0,50,0,0,0,3,0,50,1,0,10,0,0,2,0,0,0,0,0,2,0,0,0,0,114,0
"401208","PA MQ PN HXL T25 TMA 5X12 RI ZB (ROSCA COMPLETA)",0,0,0,0,0,0,80,0,32,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,112,0
"813192","FUSO P 7.5MM DE 4,0M E 6 ENTRADAS",16,3,0,10,15,22,0,0,20,9,14,1,1,0,0,0,0,1,0,0,1,0,0,0,110,0
"412063","ESTATOR BOBINADO AGL NEW BV P17 1/7 cv 04 42Z 220V 50HZ",0,80,0,0,0,0,0,0,0,0,30,0,0,3,0,0,0,0,0,0,0,0,1,0,110,0
"813482","PERFIL ENRIJECIDO 75X40X2 PARA BV CADENA 1,5M",61,5,0,20,6,0,0,0,0,2,15,0,2,0,0,1,0,0,0,0,0,0,0,0,109,0
"512022","CONJUNTO ESTATOR E ROTOR AGL DESL P39 4P 3F 110V 60HZ",7,13,4,10,4,6,12,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2,0,108,0
