81509,45971,45971.7003703704,Finalizada,2010155,ENGRENAGEM INTERNA BV/ PIVO AGL ZAMAC,MOTORES,9.0,9.0
81529,45972,45986.3721296296,Finalizada,1015001,"CANCELA AGUSTA BRUSHLESS P/ BARREIRA AGL DC 1,2S - ATÉ 4,0M CINZA",MOTORES,10.0,10.0
81540,45972,46037.6926157407,Finalizada,1015502,"BARREIRA CANCELA AGUSTA BRUSHLESS AGL DC COM LED - 3,0m",MOTORES,5.0,5.0
81542,45972,45987.3839467593,Finalizada,1015530,"BARREIRA ARTICULADA CANCELA AGUSTA BRUSHLESS AGL DC COM LED - 3,0m",MOTORES,5.0,5.0
81546,45972,45985.5859490741,Finalizada,2009509,"ACIONAMENTO P/ MOVIMENTADOR TRINO PIVÔ 0,75M",MOTORES,300.0,300.0
81547,45972,45975.4243981481,Finalizada,2008528,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 2,0M",MOTORES,1.0,1.0
81561,45972,46014.3203587963,Finalizada,2001233,CONJ. MOVIMENTADOR TRINO 300 127V Light 50-60HZ SEM CREMALHEIRA,MOTORES,200.0,200.0
81562,45972,46002.4939467593,Finalizada,1015513,"BARREIRA CANCELA AGUSTA BRUSHLESS AGL DC COM LED - 6,0m	",MOTORES,1.0,1.0
81563,45972,45974.3151851852,Finalizada,2001233,CONJ. MOVIMENTADOR TRINO 300 127V Light 50-60HZ SEM CREMALHEIRA,MOTORES,100.0,100.0
81576,45972,45972.5146412037,Finalizada,2030061,ESTATOR E ROTOR P17 127V 60HZ MONTADO PARA TRINO LIGHT/300/IZZY 300,MOTORES,1.0,1.0
81577,45972,45972.5149768519,Finalizada,2010207,MANCAL BASCULANTE COMPLETO,MOTORES,50.0,50.0
81578,45972,45972.5154976852,Finalizada,2010189,"PORCA DO FUSO DE 6 ENTRADAS PARA DESLIZANTE HORIZONTAL - 2,5M A 3,5M",MOTORES,5.0,5.0
81579,45972,45972.5158796296,Finalizada,2010403,"PORCA DO FUSO DE 6 ENTRADAS PARA DESLIZANTE HORIZONTAL - 4,0M A 6,0M",MOTORES,5.0,5.0
81580,45972,45972.5209837963,Finalizada,2010267,CONJUNTO DE DESTRAVAMENTO NYLON COMPLETO TRINO 300 / LIGHT AGL,MOTORES,5.0,5.0
81591,45972,45972.6262962963,Finalizada,512002,CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 220V 60HZ,MOTORES,58.0,58.0
81601,45972,46013.635,Finalizada,2001028,"CREMALHEIRA RESIDENCIAL 0,50 METRO GOMO ALUM MOD 4",MOTORES,8000.0,7370.0
81608,45972,45972.7072106482,Finalizada,813459,"TUBO DE INOX CORTADO PARA PIVO 0,75M",MOTORES,160.0,160.0
81609,45972,45972.7081828704,Finalizada,813459,"TUBO DE INOX CORTADO PARA PIVO 0,75M",MOTORES,560.0,560.0
81610,45972,45972.7089351852,Finalizada,813461,"TUBO DE INOX CORTADO PARA PIVO 1,5M",MOTORES,26.0,26.0
81624,45973,45974.6589814815,Finalizada,2003006,"INTER. DIGI. DIGITAL KEY 6P20 433,92 PRETO COM BOTÃO VERDE AGL",MOTORES,150.0,150.0
81625,45973,46028.6615046296,Finalizada,2010226,CREMALHEIRA P/ MOTOR INDUSTRIAL STRONG 2000KG 1M NYLON,MOTORES,30.0,30.0
81626,45973,45974.6863425926,Finalizada,1015001,"CANCELA AGUSTA BRUSHLESS P/ BARREIRA AGL DC 1,2S - ATÉ 4,0M CINZA",MOTORES,4.0,4.0
81627,45973,46027.6063078704,Finalizada,2005039,CONJ. MOVIMENTADOR P/ PORTA DE ENROLAR AC500 - 220V SEM TESTEIRA,MOTORES,2.0,2.0
81629,45973,45975.360474537,Finalizada,2007086,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 127V SEM ACIONAMENTO,MOTORES,5.0,5.0
81630,45973,45986.6441898148,Finalizada,2007089,CONJUNTO MOVIMENTADOR TRINO PIVÔ 3 220V SEM ACIONAMENTO - DUPLO,MOTORES,160.0,160.0
81631,45973,45974.6359837963,Finalizada,2008028,CONJ. MOVIMENTADOR TRINO NEW BV3 127V SEM ACIONAMENTO,MOTORES,5.0,5.0
81632,45973,45980.4284953704,Finalizada,1015502,"BARREIRA CANCELA AGUSTA BRUSHLESS AGL DC COM LED - 3,0m",MOTORES,4.0,4.0
81633,45973,45975.4243634259,Finalizada,2008528,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 2,0M",MOTORES,9.0,9.0
81634,45973,45975.4219791667,Finalizada,2008529,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 2,5M",MOTORES,2.0,2.0
81636,45973,45975.427349537,Finalizada,2008532,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 3,0M",MOTORES,1.0,1.0
81638,45973,45974.3155324074,Finalizada,2001187,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ SEM CREMALHEIRA COM  B. ALUMINIUM,MOTORES,2.0,2.0
81658,45973,45987.4015277778,Finalizada,813599,"SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 0,75M",MOTORES,500.0,500.0
81661,45973,45975.3027199074,Finalizada,2001036,CONJ. MOVIMENTADOR TRINO 500 220V 50-60HZ SEM CREMALHEIRA,MOTORES,50.0,50.0
81662,45973,45975.2119675926,Finalizada,2006042,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 220V 50-60HZ SEM CREMALHEIRA,MOTORES,50.0,50.0
81663,45973,45975.2136921296,Finalizada,2006055,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ SEM CREMALHEIRA,MOTORES,50.0,50.0
