chave,coluna_1,coluna_2,coluna_3,coluna_4,coluna_5,coluna_6,coluna_7,coluna_8,coluna_9,coluna_10
Plastico,804249,PROTETOR DE CHUVA ACIONADOR - PRETO,UNIDADE,UN,,2306,0,0,0,0
Plastico,804589,PROTETOR DE CHUVA CONTROLE DE ACESSO VISION LIGHT WEB,UNIDADE,UN,,975,0,0,0,0
Plastico,804228,PROTETOR DE PCI FECHADURAS RX,UNIDADE,UN,,1680,0,0,0,0
Plastico,804328,PROTETOR DE PCI P10X,UNIDADE,UN,,24431,0,0,0,0
Plastico,804035,PROTETOR DE PCI P100 / P200 / P20,UNIDADE,UN,,4579,0,0,0,0
Plastico,804438,PROTETOR DO LED AF12IRS/E,UNIDADE,UN,,4229,0,0,0,0
Plastico,804048,REGUA DO COLETIVO,UNIDADE,UN,,4930,0,0,0,0
Plastico,804454,REGUA DO COLETIVO S300 - 4 PONTOS,UNIDADE,UN,,10441,0,0,0,0
Plastico,804465,REGUA DO COLETIVO S300 - 8 PONTOS,UNIDADE,UN,,903,0,0,0,0
Plastico,807015,RODA PERCURSOR AGL AL100R,UNIDADE,UN,,13725,0,0,0,0
Plastico,813277,ROLAMENTO PLÁSTICO DO FUSO BV,UNIDADE,UN,,3453,0,0,0,0
Plastico,813263,ROLAMENTO PLÁSTICO EIXO ENGRENAGEM,UNIDADE,UN,,12600,0,0,0,0
Plastico,411015,ROLAMENTO 6004 ZZ / 2RS,UNIDADE,UN,,1306,0,0,0,0
Plastico,813472,ROLDANA DE NYLON DO BV CADENA - PEÇA FÊMEA,UNIDADE,UN,,3217,0,0,0,0
Plastico,813473,ROLDANA DE NYLON DO BV CADENA - PEÇA MACHO,UNIDADE,UN,,3190,0,0,0,0
Plastico,804440,ROLDANA GRANDE BRANCA,UNIDADE,UN,,2288,0,0,0,0
Plastico,804093,ROLDANA GRANDE PRETA,UNIDADE,UN,,15979,0,0,0,0
Plastico,804388,ROLDANA PEQUENA - BRANCA,UNIDADE,UN,,8801,0,0,0,0
Plastico,804095,ROLDANA PEQUENA - PRETA,UNIDADE,UN,,5244,0,0,0,0
Plastico,811761,SACO PLASTICO TRANSPARENTE 14CM X 40CM,UNIDADE,UN,,500,0,0,0,0
Plastico,804428,SOQUETE DO FECHO ELETRICO,UNIDADE,UN,,50618,0,0,0,0
Plastico,204027,SUCATA ABS CRISTAL,QUILOGRAMA,KG,AGL MOTORES,27,0,0,0,0
Plastico,204028,SUCATA COMPOSTO PVC,QUILOGRAMA,KG,AGL MOTORES,132,0,0,0,0
Plastico,204009,SUCATA DE ABS,QUILOGRAMA,KG,AGL MOTORES,8211,0,0,0,0
Plastico,204023,SUCATA DE NYLON,QUILOGRAMA,KG,AGL MOTORES,381,0,0,0,0
Plastico,204030,SUCATA POLIOCETAL,QUILOGRAMA,KG,AGL MOTORES,363,0,0,0,0
Plastico,204029,SUCATA PP,QUILOGRAMA,KG,AGL MOTORES,106,0,0,0,0
Plastico,804556,SUPORTE ANTENA CA BIO AL100R BIO CARD/BT1 (AJUSTÁVEL),UNIDADE,UN,,1441,0,0,0,0
Plastico,813578,SUPORTE ANTENA CA BIO AL100R BIO CARD/BT1 (NORMAL),UNIDADE,UN,,80,0,0,0,0
Plastico,804041,SUPORTE BOTÃO PORTEIRO ELETRONICO COLETIVO - PRETO,UNIDADE,UN,,7525,0,0,0,0
Plastico,804026,SUPORTE BOTÃO PORTEIRO ELETRONICO COLETIVO 02 PONTOS - PRETO,UNIDADE,UN,,905,0,0,0,0
Plastico,804025,SUPORTE BOTÃO P10S / P20 / P200 - CINZA,UNIDADE,UN,,12750,0,0,0,0
Plastico,804024,SUPORTE BOTÃO P10S / P20 / P200 - PRETO,UNIDADE,UN,,22340,0,0,0,0
Plastico,804090,SUPORTE CONTATO FEMEA,UNIDADE,UN,,25925,0,0,0,0
Plastico,804089,SUPORTE CONTATO MACHO,UNIDADE,UN,,6553,0,0,0,0
Plastico,804500,SUPORTE DA ANTENA EXTERNA ULTRA CARD/MAGIC CARD - PRETA,UNIDADE,UN,,768,0,0,0,0
Plastico,804505,SUPORTE DA ANTENA EXTERNA ULTRA CARD/MAGIC CARD AJUSTÁVEL - PRETA,UNIDADE,UN,,1132,0,0,0,0
Plastico,804101,SUPORTE DA PLAQUETA AGL - AL100R - PLASTIC.,UNIDADE,UN,,19191,0,0,0,0
Plastico,804102,SUPORTE DA PLAQUETA TETRA AL100R,UNIDADE,UN,,17315,0,0,0,0
Plastico,804255,SUPORTE DE FIXAÇÃO DO LEITOR BIOMÉTRICO,UNIDADE,UN,,1480,0,0,0,0
Plastico,813331,SUPORTE DE INSTALAÇÃO DO IMÃ DZ,UNIDADE,UN,,20246,0,0,0,0
Plastico,804229,SUPORTE DE MOLA P/ PILHA FECHADURA RX100 / RX200 / RX500,UNIDADE,UN,,8949,0,0,0,0
Plastico,804484,SUPORTE DE MOLA P/ PILHA NOBREAK LITHIUM,UNIDADE,UN,,11359,0,0,0,0
Plastico,813508,SUPORTE DO ENCODER INDUSTRIAL/DZ 300 SEM TAMPA,UNIDADE,UN,,14702,0,0,0,0
Plastico,813144,SUPORTE DO IMA DE FIM DE CURSO DESLIZANTE,UNIDADE,UN,,18473,0,0,0,0
Plastico,804579,SUPORTE ENCAIXE (BORNE E CONECTOR) PROTETOR PCI NOVA LINHA ULTRA - BRANCO,UNIDADE,UN,,2758,0,0,0,0
Plastico,804568,SUPORTE ENCAIXE (BORNE E CONECTOR) PROTETOR PCI NOVA LINHA ULTRA - PRETO,UNIDADE,UN,,5097,0,0,0,0
Plastico,813267,SUPORTE ENCODER,UNIDADE,UN,,22046,0,0,0,0
Plastico,813051,SUPORTE FIM DE CURSO BASCULANTE/DESLIZANTE,UNIDADE,UN,,14377,0,0,0,0
Plastico,804483,SUPORTE FIM DE CURSO DESLIZANTE (LADO DIREITO),UNIDADE,UN,,3570,0,0,0,0
Plastico,804482,SUPORTE FIM DE CURSO DESLIZANTE (LADO ESQUERDO),UNIDADE,UN,,11931,0,0,0,0
Plastico,804403,SUPORTE FRENTE S500,UNIDADE,UN,,2095,0,0,0,0
Plastico,804533,SUPORTE FRENTE S500 APP,UNIDADE,UN,,695,0,0,0,0
Plastico,804613,SUPORTE FRENTE S500 24 PONTOS APP,UNIDADE,UN,,122,0,0,0,0
Plastico,804038,SUPORTE FRISO COLETIVO,UNIDADE,UN,,6926,0,0,0,0
Plastico,804434,SUPORTE LED ACIONADOR AF12IRS/E,UNIDADE,UN,,3481,0,0,0,0
Plastico,804040,SUPORTE MICRO COLETIVO,UNIDADE,UN,,2441,0,0,0,0
Plastico,813541,SUPORTE MINI MOTOR FECHADURA T12S,UNIDADE,UN,,3352,0,0,0,0
Plastico,804545,SUPORTE MINI MOTOR PARA FECHADURAS RX200/RX500/BT100 (MODELO N20AGB298-11115),UNIDADE,UN,,5994,0,0,0,0
Plastico,804439,SUPORTE ROLDANA GRANDE BRANCA,UNIDADE,UN,,1720,0,0,0,0
Plastico,804094,SUPORTE ROLDANA GRANDE PRETA,UNIDADE,UN,,11141,0,0,0,0
Plastico,804390,SUPORTE ROLDANA PEQUENA - BRANCA,UNIDADE,UN,,4657,0,0,0,0
Plastico,804096,SUPORTE ROLDANA PEQUENA - PRETA,UNIDADE,UN,,20318,0,0,0,0
Plastico,804092,SUPORTE SUPER CONTATO FEMEA,UNIDADE,UN,,8123,0,0,0,0
Plastico,804091,SUPORTE SUPER CONTATO MACHO,UNIDADE,UN,,15957,0,0,0,0
Plastico,813517,SUPORTE UNIVERSAL PORCA DO FUSO,UNIDADE,UN,,4768,0,0,0,0
Plastico,804461,TAMPA CANCELA,UNIDADE,UN,,822,0,0,0,0
Plastico,804580,TAMPA CARCAÇA CA BIO COM LOGO AL100R BIO CARD/BT1 - PRETA,UNIDADE,UN,,3228,0,0,0,0
Plastico,813504,TAMPA CENTRAL AUTOMAÇÃO 433 & WIFI 04-08 CANAIS,UNIDADE,UN,,528,0,0,0,0
Plastico,804248,TAMPA DA CENTRAL DESLIZANTE,UNIDADE,UN,,498,0,0,0,0
Plastico,804426,TAMPA DA CENTRAL DESLIZANTE INVERTER,UNIDADE,UN,,900,0,0,0,0
Plastico,813179,TAMPA DA CENTRAL DO BV,UNIDADE,UN,,1561,0,0,0,0
Plastico,813256,TAMPA DA CENTRAL NEW BV,UNIDADE,UN,,2660,0,0,0,0
Plastico,804569,TAMPA DA FECHADURA T12S - BRANCA,UNIDADE,UN,,1350,0,0,0,0
Plastico,804537,TAMPA DA FECHADURA T12S - PRETA,UNIDADE,UN,,1059,0,0,0,0
Plastico,804047,TAMPA DA GRADE FALANTE COLETIVO,UNIDADE,UN,,7538,0,0,0,0
Plastico,804605,TAMPA DE ACABAMENTO DA CANALETA FLEXIVEL,UNIDADE,UN,,6516,0,0,0,0
Plastico,804606,TAMPA DE ACABAMENTO DA CANALETA FLEXIVEL COM SAÍDA DO LED,UNIDADE,UN,,6194,0,0,0,0
Plastico,804327,TAMPA DE PROTEÇÃO DA CENTRAL NEW PIVO,UNIDADE,UN,,2573,0,0,0,0
Plastico,813033,TAMPA DE PROTEÇÃO DA VENTOINHA,UNIDADE,UN,,929,0,0,0,0
Plastico,804501,TAMPA DO CILINDRO EXTERNO ULTRA CARD/MAGIC CARD - BRANCA,UNIDADE,UN,,2259,0,0,0,0
Plastico,804398,TAMPA DO CILINDRO EXTERNO ULTRA CARD/MAGIC CARD - PRETA,UNIDADE,UN,,1535,0,0,0,0
Plastico,804504,TAMPA DO CILINDRO EXTERNO ULTRA CARD/MAGIC CARD LISA - PRETA,UNIDADE,UN,,631,0,0,0,0
Plastico,813509,TAMPA DO ENCODER INDUSTRIAL/DZ 300,UNIDADE,UN,,14900,0,0,0,0
Plastico,804108,TAMPA DO MODULO DA TRAVA,UNIDADE,UN,,8539,0,0,0,0
Plastico,804431,TAMPA DO MOTOR INDUSTRIAL,UNIDADE,UN,,1160,0,0,0,0
Plastico,804197,TAMPA DO NOBREAK 12V 2A,UNIDADE,UN,,2522,0,0,0,0
Plastico,804263,TAMPA DO NOBREAK 12V 7A,UNIDADE,UN,,1252,0,0,0,0
Plastico,804587,TAMPA DO PROTETOR DA PCI AL100R BIO CARD - PRETA,UNIDADE,UN,,3248,0,0,0,0
Plastico,804561,TAMPA DO SENSOR FOTOCÉLULA ATIVA E REFLETIVA SIMPLIFIQUE,UNIDADE,UN,,678,0,0,0,0
Plastico,804538,TAMPA DO TECLADO FECHADURA T12S,UNIDADE,UN,,80,0,0,0,0
Plastico,813266,TAMPA ENCODER,UNIDADE,UN,,22732,0,0,0,0
Plastico,804565,TAMPA ESPELHO FOTOCÉLULA REFLETIVA SIMPLIFIQUE,UNIDADE,UN,,1816,0,0,0,0
Plastico,804136,TAMPA INTERFONE P10S / P10X / S100 / S300 - BRANCO,UNIDADE,UN,,8868,0,0,0,0
Plastico,804141,TAMPA INTERFONE P10S / P10X / S100 / S300 - PRETO,UNIDADE,UN,,860,0,0,0,0
Plastico,804010,TAMPA INTERFONE P20 / P100 - BRANCO,UNIDADE,UN,,1371,0,0,0,0
Plastico,804012,TAMPA INTERFONE P20 / P100 - PRETO,UNIDADE,UN,,2246,0,0,0,0
Plastico,804427,TAMPA INTERFONE P200 - BRANCA,UNIDADE,UN,,6256,0,0,0,0
Plastico,804402,TAMPA INTERFONE P200 - PRETA,UNIDADE,UN,,590,0,0,0,0
Plastico,804423,TAMPA INTERFONE TDI 100 - BRANCA,UNIDADE,UN,,4654,0,0,0,0
Plastico,813034,TAMPA LISA DO REDUTOR DA CARCAÇA DO BASCULANTE,UNIDADE,UN,,8101,0,0,0,0
Plastico,804520,TAMPA MODULO INTERFACE/INTEGRAÇÃO,UNIDADE,UN,,105,0,0,0,0
Plastico,804135,TAMPA MONOFONE P10S / P10X / S100 / S300 - PRETO,UNIDADE,UN,,1839,0,0,0,0
Plastico,804061,TAMPA MONOFONE P10S / P10X / S100 / S300 / TDI 100 - BRANCO,UNIDADE,UN,,4584,0,0,0,0
Plastico,804325,TAMPA MONOFONE P20 / P100 / P200 - BRANCO,UNIDADE,UN,,6652,0,0,0,0
Plastico,804331,TAMPA MONOFONE P20 / P100 / P200 - PRETO,UNIDADE,UN,,2338,0,0,0,0
Plastico,804473,TAMPA MONOFONE VP4,UNIDADE,UN,,1011,0,0,0,0
Plastico,804460,TAMPA NOBREAK LITHIUM/PORTA DE ENROLAR,UNIDADE,UN,,6067,0,0,0,0
Plastico,804306,TAMPA PLASTICA DO FECHO,UNIDADE,UN,,6824,0,0,0,0
Plastico,813203,TAMPA PROTEÇÃO DO MOTOR - BRANCA,UNIDADE,UN,,1330,0,0,0,0
Plastico,813036,TAMPA PROTEÇÃO DO MOTOR - CINZA,UNIDADE,UN,,1985,0,0,0,0
Plastico,813248,TAMPA PROTEÇÃO DO MOTOR - GRAFITE,UNIDADE,UN,,1996,0,0,0,0
Plastico,813024,TAMPA PROTEÇÃO DO MOTOR - PRETA,UNIDADE,UN,,3011,0,0,0,0
Plastico,804521,TAMPA PROTEÇÃO MINI SMART - BRANCA,UNIDADE,UN,,748,0,0,0,0
Plastico,804307,TAMPA PROTEÇÃO MINI SMART - PRETA,UNIDADE,UN,,1526,0,0,0,0
Plastico,804578,TAMPA PROTETOR PCI NOVA LINHA ULTRA - BRANCO,UNIDADE,UN,,2484,0,0,0,0
Plastico,804567,TAMPA PROTETOR PCI NOVA LINHA ULTRA - PRETO,UNIDADE,UN,,3841,0,0,0,0
Plastico,804269,TAMPA SINALEIRA VISION LED - BRANCA,UNIDADE,UN,,1191,0,0,0,0
Plastico,804266,TAMPA SINALEIRA VISION LED - PRETA,UNIDADE,UN,,1291,0,0,0,0
Plastico,804602,TAMPA TRASEIRA EXTERNA FECHADURAS RX / BT-100 / BT-1 / SMART X3 - BRANCO (MODELO NOVO RETRANGULAR),UNIDADE,UN,,662,0,0,0,0
Plastico,804594,TAMPA TRASEIRA EXTERNA FECHADURAS RX / BT-100 / BT-1 / SMART X3 (MODELO NOVO RETRANGULAR),UNIDADE,UN,,2101,0,0,0,0
Plastico,804223,TAMPA TRASEIRA FECHADURA  FECHADURAS RX / BT-100 / BT-1 / SMART X3 (MODELO ANTIGO) - PRETO,UNIDADE,UN,,1712,0,0,0,0
Plastico,804222,TAMPA TRASEIRA FECHADURA RX100 / RX200 / RX500 - BRANCA,UNIDADE,UN,,2673,0,0,0,0
Plastico,813409,TAMPÃO DA ENGRENAGEM EXTERNA MOTORES DZ,UNIDADE,UN,,8205,0,0,0,0
Plastico,804206,TAMPÃO DO SENSOR HALL / IMÃ LINHA ULTRA - BRANCO,UNIDADE,UN,,5950,0,0,0,0
Plastico,804207,TAMPÃO DO SENSOR HALL / IMÃ LINHA ULTRA - PRETO,UNIDADE,UN,,6271,0,0,0,0
Plastico,813274,TAMPÃO GABINETE CANCELA,UNIDADE,UN,,2519,0,0,0,0
Plastico,804497,TRAVA DA BIOMETRIA FECHADURAS RXS/B-100/BT-1/T12S - PRETA,UNIDADE,UN,,25431,0,0,0,0
Plastico,804496,TRAVA DA BIOMETRIA RX500 - BRANCA,UNIDADE,UN,,11126,0,0,0,0
Plastico,804129,TRAVA DA PLAQUETA AL100R,UNIDADE,UN,,8932,0,0,0,0
Plastico,804458,TRAVA DE APOIO DA BARREIRA CANCELA AGUSTA,UNIDADE,UN,,4249,0,0,0,0
Plastico,804563,TRAVA DO POLARIZADOR SENSOR FOTOCÉLULA ATIVA E REFLETIVA SIMPLIFIQUE,UNIDADE,UN,,1080,0,0,0,0
Plastico,804525,TUBO D7 X 25 FECHDURA T12S,UNIDADE,UN,,12345,0,0,0,0
Plastico,804526,TUBO D7 X 45 FECHDURA T12S,UNIDADE,UN,,13894,0,0,0,0
Plastico,813039,VENEZIANA DOS MOTORES,UNIDADE,UN,,7768,0,0,0,0
Plastico,813025,VENTOINHA DOS MOTORES,UNIDADE,UN,,17810,0,0,0,0
Plastico,804267,VISOR ACRILICO SINALEIRA VISION LED,UNIDADE,UN,,1478,0,0,0,0
Plastico,804381,VISOR ACRÍLICO VERMELHO AF12,UNIDADE,UN,,2928,0,0,0,0
Plastico,804315,VISOR CAMERA PIN ROLE VP4,UNIDADE,UN,,10045,0,0,0,0
Plastico,804045,VISOR CENTRAL COLETIVO,UNIDADE,UN,,69436,0,0,0,0
Plastico,804078,VISOR CENTRAL S300,UNIDADE,UN,,14989,0,0,0,0
Plastico,804044,VISOR LATERAL COLETIVO,UNIDADE,UN,,7023,0,0,0,0
Plastico,804079,VISOR LATERAL S300,UNIDADE,UN,,11838,0,0,0,0
Plastico,804314,VISOR LED INFRA VERMELHO VP4,UNIDADE,UN,,11360,0,0,0,0
Prensas,401121,"ABRAÇADEIRA UV PRETA 202X3,7",UNIDADE,UN,,200,0,0,0,0
Prensas,202094,AÇO RED LAM Ø 12MM 6M 1020,QUILOGRAMA,KG,AGL MOTORES,3205,0,0,0,0
Prensas,202074,AÇO RED LAMINADO Ø 9/16 6M 1015/1022,QUILOGRAMA,KG,AGL MOTORES,9148,0,0,0,0
Prensas,801082,ALONGADOR CILINDRO CH. SIMP. AL100/AL100R/MINI.47MM - ZINCADO,UNIDADE,UN,,22422,0,0,0,0
Prensas,202015,"ARAME BTC RECOZIDO RETREFILADO C/ ALUMINIO 03,40MM",QUILOGRAMA,KG,AGL MOTORES,1310,0,0,0,0
Prensas,202016,"ARAME BTC RECOZIDO RETREFILADO C/ ALUMINIO 03,85MM",QUILOGRAMA,KG,AGL MOTORES,1571,0,0,0,0
Prensas,202011,"ARAME RECOZIDO RETREFILADO PL22 02,80MM",QUILOGRAMA,KG,AGL MOTORES,921,0,0,0,0
Prensas,201020,"BARRA CH. 1.1/4"" X 3/8"" ASTM A36 6M",QUILOGRAMA,KG,,474,0,0,0,0
Prensas,201062,"BARRA CH. 1.1/4X3/16 - 6,00M - 1006/1022",QUILOGRAMA,KG,AGL MOTORES,3131,0,0,0,0
Prensas,211020,"BARRA CHATA 1.1/4"" X 1/8""",QUILOGRAMA,KG,,2274,0,0,0,0
Prensas,701004,BASE AGL - MINI - A. EXT. - BRUTO,UNIDADE,UN,,317,0,0,0,0
Prensas,801011,BASE AGL-AL100R - PRETA,UNIDADE,UN,,1,0,0,0,0
Prensas,701117,BASE SUPERIOR TRANCA CADEADO KING - BRUTO,UNIDADE,UN,,214,0,0,0,0
Prensas,701011,BATENTE AGL AL100 A.EXT - BRUTO,UNIDADE,UN,,2708,0,0,0,0
Prensas,701014,BATENTE AGL MINI A.EXT - BRUTO,UNIDADE,UN,,1662,0,0,0,0
Prensas,201134,"BOBINA AÇO GALV. SAE1006 - 2,3 X 162MM",QUILOGRAMA,KG,AGL MOTORES,14466,0,0,0,0
Prensas,201149,"BOBINA AÇO GALV. SAE1006 - 2,3 X 167,5MM",QUILOGRAMA,KG,AGL MOTORES,2790,0,0,0,0
Prensas,208008,"BOBINA AÇO GALV. SAE1006 - 2,3 X 40MM",QUILOGRAMA,KG,AGL MOTORES,445,0,0,0,0
Prensas,201002,"BOBINA AÇO SAE1006 - 1,2 X 133,5MM",QUILOGRAMA,KG,AGL MOTORES,5840,0,0,0,0
Prensas,201010,"BOBINA AÇO SAE1006 - 1,2 X 147MM",QUILOGRAMA,KG,AGL MOTORES,11417,0,0,0,0
Prensas,201022,"BOBINA AÇO SAE1006 - 1,2 X 28,5MM",QUILOGRAMA,KG,,957,0,0,0,0
Prensas,201078,"BOBINA AÇO SAE1006 - 1,2 X 50MM",QUILOGRAMA,KG,AGL MOTORES,14415,0,0,0,0
Prensas,201013,"BOBINA AÇO SAE1006 - 1,2 X 75MM",QUILOGRAMA,KG,AGL MOTORES,3384,0,0,0,0
Prensas,201029,"BOBINA AÇO SAE1006 - 1,20 X 120MM",QUILOGRAMA,KG,AGL MOTORES,8010,0,0,0,0
Prensas,201003,"BOBINA AÇO SAE1006 - 1,5 X 170MM",QUILOGRAMA,KG,AGL MOTORES,6905,0,0,0,0
Prensas,201001,"BOBINA AÇO SAE1006 - 1,5 X 189MM",QUILOGRAMA,KG,AGL MOTORES,5102,0,0,0,0
Prensas,201131,"BOBINA AÇO SAE1006 - 1,5 X 25MM",QUILOGRAMA,KG,AGL MOTORES,596,0,0,0,0
Prensas,201085,"BOBINA AÇO SAE1006 - 1,5 X 50MM",QUILOGRAMA,KG,AGL MOTORES,305,0,0,0,0
Prensas,201119,"BOBINA AÇO SAE1006 - 1,5 X 56,5MM",QUILOGRAMA,KG,AGL MOTORES,3702,0,0,0,0
Prensas,201101,"BOBINA AÇO SAE1006 - 1,5 X 70MM",QUILOGRAMA,KG,AGL MOTORES,1869,0,0,0,0
Prensas,201023,"BOBINA AÇO SAE1006 - 1,5 X 84,0MM",QUILOGRAMA,KG,,1740,0,0,0,0
Prensas,201025,"BOBINA AÇO SAE1006 - 1,5 X 93,0MM",QUILOGRAMA,KG,,3561,0,0,0,0
Prensas,201007,"BOBINA AÇO SAE1006 - 2,25 X 108MM",QUILOGRAMA,KG,AGL MOTORES,6615,0,0,0,0
Prensas,201004,"BOBINA AÇO SAE1006 - 2,25 X 125MM",QUILOGRAMA,KG,AGL MOTORES,1261,0,0,0,0
Prensas,201015,"BOBINA AÇO SAE1006 - 2,25 X 75MM",QUILOGRAMA,KG,AGL MOTORES,1009,0,0,0,0
Prensas,201005,"BOBINA AÇO SAE1006 - 2,25 X 98MM",QUILOGRAMA,KG,AGL MOTORES,1294,0,0,0,0
Prensas,813292,BRACINHO ARTICULADO BV E NEW BV,UNIDADE,UN,,328,0,0,0,0
Prensas,813283,CANTONEIRA SUPORTE FIX. BV E NEW BV - ZINCADA,UNIDADE,UN,,4,0,0,0,0
Prensas,201053,"CANTONEIRA 1.1/2X1/8 - 6,00M 1006/1022M",QUILOGRAMA,KG,AGL MOTORES,3246,0,0,0,0
Prensas,810001,CAPA LONGA 40MM - ALUMINIO,UNIDADE,UN,AGL ELETRONICOS,14051,0,0,0,0
Prensas,311001,"CELERON MMG 1,6MM 1000 X 1000MM",UNIDADE,UN,,11,0,0,0,0
Prensas,201110,"CH FQ CDL 14 (2,00MM) 1200 X 3000 PRO - KG",QUILOGRAMA,KG,AGL ELETRONICOS,2440,0,0,0,0
Prensas,201115,"CHAPA AÇO CZN 1,55 x 1200 x 3000 N7008 ZC Z100 CT",QUILOGRAMA,KG,AGL MOTORES,10551,0,0,0,0
Prensas,201019,"CHAPA AÇO FF SAE 1006 - 0,45 X 1200",QUILOGRAMA,KG,,5649,0,0,0,0
Prensas,201092,"CHAPA AÇO FF SAE1008 0,90 X 1200 X 2000",QUILOGRAMA,KG,AGL MOTORES,1084,0,0,0,0
Prensas,201121,"CHAPA AÇO P012K SAE1012/A36 - 4,75 X 1200",QUILOGRAMA,KG,AGL MOTORES,1314,0,0,0,0
Prensas,201155,"CHAPA AÇO SAE1006 - 0,9 X 1200",QUILOGRAMA,KG,,25,0,0,0,0
Prensas,201012,"CHAPA AÇO SAE1006 - 1,2 X 1200 X 2000MM",QUILOGRAMA,KG,,1274,0,0,0,0
Prensas,201016,"CHAPA AÇO SAE1006 - 1,5 X 1200",QUILOGRAMA,KG,,3295,0,0,0,0
Prensas,201044,"CHAPA AÇO SAE1006 - 2,0 X 1200",QUILOGRAMA,KG,,2336,0,0,0,0
Prensas,201021,"CHAPA AÇO SAE1006 - 2,25 X 1200 X 2000MM (DECAP/ÓLEO)",QUILOGRAMA,KG,,2534,0,0,0,0
Prensas,201132,"CHAPA AÇO SAE1006 - 2,25 X 1200 X 2000MM (PRETA)",QUILOGRAMA,KG,,971,0,0,0,0
Prensas,201144,"CHAPA AÇO SAE1006 - 3,0 X 1200 X 2000MM",QUILOGRAMA,KG,,1412,0,0,0,0
Prensas,201143,"CHAPA DE AÇO PINTADA BRANCA ADERE IMÃ 0,40X1200 C/ PLÁSTICO",KG,KG,,61,0,0,0,0
Prensas,813240,CHAPA DE APOIO DA MOLA DE FREIO DO DESLIZANTE,UNIDADE,UN,,5622,0,0,0,0
Prensas,201059,"CHAPA FINA LAMINADA A QUENTE DECAPADA OLEADA - 2,25 X 1200 X 2000MM - SAE1006",QUILOGRAMA,KG,AGL MOTORES,3300,0,0,0,0
Prensas,201152,"CHAPA GALVALUME 0,40 x 1200 x 2000",QUILOGRAMA,KG,AGL MOTORES,0,0,0,0,0
Prensas,201153,"CHAPA GALVALUME 0,43 x 1200 x 2000",KG,KG,AGL MOTORES,305,0,0,0,0
Prensas,201028,"CHAPA INOX 304L 2000 X 1250 X 1,20MM POLIDO 2F PVC BCO",QUILOGRAMA,KG,AGL MOTORES,451,0,0,0,0
Prensas,201027,"CHAPA INOX 304L/200 2000 X 1250 X 1,50MM POLIDO 2F PVC BCO",QUILOGRAMA,KG,AGL MOTORES,81,0,0,0,0
Prensas,813031,COPO DE FREIO DESLIZANTE,UNIDADE,UN,,9655,0,0,0,0
Prensas,201073,"CZN 1,95 x 1200 N7008 ZC Z100 CT",QUILOGRAMA,KG,AGL MOTORES,6374,0,0,0,0
Prensas,813353,EIXO AGL P80 P/ VENTOINHA,UNIDADE,UN,,64,0,0,0,0
Prensas,811306,ETIQUETA ADES. COUCHE 100MM X 80MM X 01 CAR,UN,UN,,2500,0,0,0,0
Prensas,811307,ETIQUETA ADES. COUCHE 50MM X 40MM X 02 CAR,UNIDADE,UN,,1,0,0,0,0
Prensas,202084,FERRO RED. LISO MECÂNICO 1/4 X 6M,QUILOGRAMA,KG,,11,0,0,0,0
Prensas,807045,FRENTE DE ALUMÍNIO CONTROLE DE ACESSO CA25 AGL,UNIDADE,UN,,292,0,0,0,0
Prensas,807001,FRENTE PAINEL DE RUA ALUM. P10S / P20 / P200,UNIDADE,UN,,61,0,0,0,0
Prensas,807008,FRENTE PORTEIRO ELETRONICO COLETIVO 12 PONTOS,UNIDADE,UN,,58,0,0,0,0
Prensas,807004,FRENTE PORTEIRO ELETRONICO COLETIVO 20 PONTOS,UNIDADE,UN,,169,0,0,0,0
Prensas,807012,FRENTE PORTEIRO ELETRONICO COLETIVO 32 PONTOS,UNIDADE,UN,,86,0,0,0,0
Prensas,807013,FRENTE PORTEIRO ELETRONICO COLETIVO 36 PONTOS,UNIDADE,UN,,120,0,0,0,0
Prensas,807195,FUNDO PRETO PORTEIRO ELETRÔNICO COLETIVO 44 E 48 PONTOS,UNIDADE,UN,,1,0,0,0,0
Prensas,813448,NI-RT SAE-060 AGL P24 04P,UNIDADE,UN,,2650,0,0,0,0
Prensas,813443,"NI-RT SAE-060 AGL P27,6 04P",UNIDADE,UN,,2400,0,0,0,0
Prensas,813449,NI-RT SAE-060 AGL P80 04P,UNIDADE,UN,,256,0,0,0,0
Prensas,401136,"PARAFUSO PAN CRUZ 3,5MMX14MM (FABR. AGL) - ZINCADO",UNIDADE,UN,,55582,0,0,0,0
Prensas,707038,PARAFUSO PLASTIC PAN PHS 5 X 25MM - BRUTO (PROD),UNIDADE,UN,,44637,0,0,0,0
Prensas,701050,PARAFUSO 5/32 X 1.1/4 PN. PH - BRUTO (PROD),UNIDADE,UN,,16720,0,0,0,0
Prensas,201099,PERFIL AL SOL STLF-0929 - 6060 - T5 - NT (BRILHANTE),QUILOGRAMA,KG,AGL MOTORES,691,0,0,0,0
Prensas,201089,PERFIL AL SOL 5 STLF-0059 6063 T5 (ANOD FOSCO),QUILOGRAMA,KG,AGL MOTORES,274,0,0,0,0
Prensas,201040,PERFIL AL SOL 5 STLF-0234 6063 T5 6000MM (BRILHANTE),QUILOGRAMA,KG,AGL MOTORES,235,0,0,0,0
Prensas,201056,PERFIL AL SOL 7 STLF-0232,QUILOGRAMA,KG,AGL MOTORES,658,0,0,0,0
Prensas,201057,PERFIL AL SOL 7 STLF-088 (BRILHANTE),QUILOGRAMA,KG,AGL MOTORES,107,0,0,0,0
